N,W,Tiempo
336,860,5.20825
341,860,5.26727
346,860,5.34438
351,860,5.44779
356,860,5.50257
361,860,5.59874
366,860,5.66605
371,860,5.73915
376,860,5.81914
381,860,5.90736
386,860,5.96889
391,860,6.11657
396,860,6.1919
401,860,6.1894
406,860,6.29883
411,860,6.35019
416,860,6.44025
421,860,6.53589
426,860,6.57827
431,860,6.66433
436,860,6.73494
441,860,6.81678
446,860,6.89811
451,860,6.96636
456,860,7.05666
461,860,7.11177
466,860,7.18551
471,860,7.28645
476,860,7.34315
481,860,7.45312
486,860,7.55328
491,860,7.63694
496,860,7.68644
1,880,0.0152096
2,880,0.0308812
3,880,0.0456806
4,880,0.0608352
5,880,0.0760082
6,880,0.0911646
7,880,0.106077
8,880,0.120646
9,880,0.137106
10,880,0.152444
11,880,0.169628
16,880,0.243295
21,880,0.314891
26,880,0.392942
31,880,0.47248
36,880,0.55589
41,880,0.625132
46,880,0.701691
51,880,0.78529
56,880,0.852898
61,880,0.941188
66,880,1.02458
71,880,1.11357
76,880,1.19918
81,880,1.27047
86,880,1.35538
91,880,1.41089
96,880,1.50483
101,880,1.56772
106,880,1.64632
111,880,1.7557
116,880,1.81587
121,880,1.88344
126,880,1.97216
131,880,2.04369
136,880,2.11663
141,880,2.1987
146,880,2.28596
151,880,2.34888
156,880,2.48261
161,880,2.53834
166,880,2.6028
171,880,2.77219
176,880,2.9222
181,880,2.94305
186,880,3.05968
191,880,3.21474
196,880,3.14033
201,880,3.16856
206,880,3.24363
211,880,3.41782
216,880,3.41
221,880,3.53865
226,880,3.60875
231,880,3.64697
236,880,3.71105
241,880,3.7833
246,880,3.91189
251,880,3.96844
256,880,4.00878
261,880,4.15119
266,880,4.26502
271,880,4.50899
276,880,4.54466
281,880,4.73692
286,880,4.55444
291,880,4.83456
296,880,4.86382
301,880,4.99797
306,880,4.88643
311,880,4.93545
316,880,4.99421
321,880,5.0891
326,880,5.12724
331,880,5.26281
336,880,5.35196
341,880,5.46661
346,880,5.50455
351,880,5.75683
356,880,5.71044
361,880,5.88505
366,880,5.95337
371,880,5.99599
376,880,6.06564
381,880,6.05569
386,880,6.21526
391,880,6.20891
396,880,6.29303
401,880,6.38469
406,880,6.40404
411,880,6.50865
416,880,6.59995
421,880,6.7084
426,880,6.75796
431,880,6.87727
436,880,6.99114
441,880,7.0426
446,880,7.13153
451,880,7.10633
456,880,7.18108
461,880,7.3034
466,880,7.37312
471,880,7.40019
476,880,7.53694
481,880,7.55521
486,880,7.63102
491,880,7.71744
496,880,7.77654
1,900,0.0153389
2,900,0.0313167
3,900,0.0467552
4,900,0.0618344
5,900,0.0780083
6,900,0.0927989
7,900,0.108737
8,900,0.1243
9,900,0.141148
10,900,0.157949
11,900,0.172529
16,900,0.249791
21,900,0.337271
26,900,0.41425
31,900,0.483485
36,900,0.568732
41,900,0.646709
46,900,0.718303
51,900,0.801416
56,900,0.870986
61,900,0.978912
66,900,1.10436
71,900,1.15811
76,900,1.23261
81,900,1.3417
86,900,1.38458
91,900,1.42811
96,900,1.51771
101,900,1.59907
106,900,1.67407
111,900,1.76276
116,900,1.87672
121,900,1.94729
126,900,2.03667
131,900,2.1115
136,900,2.18873
141,900,2.25534
146,900,2.31805
151,900,2.41782
156,900,2.50218
161,900,2.56078
166,900,2.6365
171,900,2.7316
176,900,2.82607
181,900,2.88594
186,900,2.96992
191,900,3.04856
196,900,3.12116
201,900,3.24337
206,900,3.29366
211,900,3.37561
216,900,3.442
221,900,3.52921
226,900,3.61093
231,900,3.69146
236,900,3.79552
241,900,3.85408
246,900,3.97558
251,900,4.01351
256,900,4.10006
261,900,4.19646
266,900,4.3001
271,900,4.367
276,900,4.44397
281,900,4.53999
286,900,4.62573
291,900,4.69365
296,900,4.75844
301,900,4.83904
306,900,4.92799
311,900,5.03769
316,900,5.10213
321,900,5.19081
326,900,5.28378
331,900,5.33693
336,900,5.41385
341,900,5.50892
346,900,5.5576
351,900,5.6565
356,900,5.72936
361,900,5.79184
366,900,5.89551
371,900,5.95218
376,900,6.04732
381,900,6.12573
386,900,6.20269
391,900,6.27297
396,900,6.35595
401,900,6.42511
406,900,6.5276
411,900,6.60625
416,900,6.73614
421,900,6.78201
426,900,6.83652
431,900,6.95209
436,900,7.00851
441,900,7.07255
446,900,7.15767
451,900,7.24835
456,900,7.33817
461,900,7.39395
466,900,7.55443
471,900,7.71662
476,900,7.72649
481,900,7.71592
486,900,7.885
491,900,7.9843
496,900,8.00835
1,920,0.0157241
2,920,0.0316679
3,920,0.0471739
4,920,0.063065
5,920,0.0811865
6,920,0.0952895
7,920,0.110594
8,920,0.126912
9,920,0.142988
10,920,0.159902
11,920,0.174043
16,920,0.252641
21,920,0.328258
26,920,0.408495
31,920,0.47865
36,920,0.583844
41,920,0.65719
46,920,0.740415
51,920,0.817461
56,920,0.922371
61,920,0.980073
66,920,1.07791
71,920,1.1728
76,920,1.29326
81,920,1.37685
86,920,1.46121
91,920,1.54654
96,920,1.60086
101,920,1.67238
106,920,1.82277
111,920,1.93682
116,920,1.97757
121,920,1.98146
126,920,2.05834
131,920,2.16509
136,920,2.216
141,920,2.31344
146,920,2.36886
151,920,2.49339
156,920,2.55361
161,920,2.65437
166,920,2.72285
171,920,2.78046
176,920,2.86526
181,920,2.93855
186,920,3.07928
191,920,3.13905
196,920,3.20595
201,920,3.30618
206,920,3.33942
211,920,3.45613
216,920,3.63708
221,920,3.8056
226,920,3.85605
231,920,4.01058
236,920,3.88494
241,920,4.00417
246,920,4.09738
251,920,4.12848
256,920,4.16603
261,920,4.30843
266,920,4.57444
271,920,4.60528
276,920,4.81043
281,920,4.5868
286,920,4.73996
291,920,4.77548
296,920,4.84569
301,920,4.97866
306,920,5.06735
311,920,5.18981
316,920,5.22675
321,920,5.30624
326,920,5.37836
331,920,5.40856
336,920,5.54261
341,920,5.62391
346,920,5.69926
351,920,5.75391
356,920,5.87967
361,920,6.00779
366,920,6.00597
371,920,6.27986
376,920,6.43384
381,920,6.54862
386,920,6.30458
391,920,6.40971
396,920,6.56054
401,920,6.70083
406,920,6.95432
411,920,6.96378
416,920,6.88409
421,920,7.07618
426,920,7.30568
431,920,7.22037
436,920,7.12989
441,920,7.55907
446,920,7.60856
451,920,7.42217
456,920,7.55232
461,920,7.6826
466,920,7.77122
471,920,7.74697
476,920,7.76682
481,920,7.96405
486,920,7.99464
491,920,8.13127
496,920,8.10682
1,940,0.0163645
2,940,0.0318862
3,940,0.0484527
4,940,0.0644106
5,940,0.0808314
6,940,0.0962403
7,940,0.111587
8,940,0.128261
9,940,0.144502
10,940,0.161118
11,940,0.177266
16,940,0.256004
21,940,0.330101
26,940,0.418301
31,940,0.500458
36,940,0.590969
41,940,0.673487
46,940,0.751944
51,940,0.858495
56,940,0.912109
61,940,0.989031
66,940,1.08987
71,940,1.17671
76,940,1.24464
81,940,1.33123
86,940,1.41064
91,940,1.51764
96,940,1.59399
101,940,1.71371
106,940,1.74176
111,940,1.8547
116,940,1.96437
121,940,2.0146
126,940,2.07742
131,940,2.17587
136,940,2.28774
141,940,2.35455
146,940,2.42647
151,940,2.54336
156,940,2.64453
161,940,2.70416
166,940,2.78058
171,940,2.92957
176,940,2.93314
181,940,3.00918
186,940,3.12313
191,940,3.18797
196,940,3.24619
201,940,3.32649
206,940,3.46204
211,940,3.5494
216,940,3.61799
221,940,3.67752
226,940,3.80238
231,940,3.85107
236,940,3.91516
241,940,4.21579
246,940,4.25331
251,940,4.47385
256,940,4.26963
261,940,4.35464
266,940,4.43765
271,940,4.54341
276,940,4.60448
281,940,4.77783
286,940,4.82385
291,940,4.92714
296,940,4.98018
301,940,5.09826
306,940,5.17875
311,940,5.20077
316,940,5.34137
321,940,5.61619
326,940,5.77033
331,940,5.56382
336,940,5.63169
341,940,5.70254
346,940,5.76898
351,940,5.89979
356,940,5.99455
361,940,6.14651
366,940,6.36389
371,940,6.50125
376,940,6.34822
381,940,6.37894
386,940,6.42032
391,940,6.50331
396,940,6.62557
401,940,6.765
406,940,6.79647
411,940,6.97113
416,940,7.00687
421,940,7.14168
426,940,7.18466
431,940,7.16279
436,940,7.23955
441,940,7.5786
446,940,7.58974
451,940,7.66326
456,940,7.64224
461,940,7.82633
466,940,7.88303
471,940,7.89566
476,940,8.05279
481,940,8.1071
486,940,8.07571
491,940,8.2209
496,940,8.29811
1,960,0.0161538
2,960,0.0330174
3,960,0.0491198
4,960,0.0661682
5,960,0.0854387
6,960,0.100776
7,960,0.120081
8,960,0.131918
9,960,0.14677
10,960,0.16293
11,960,0.183997
16,960,0.261316
21,960,0.34358
26,960,0.423195
31,960,0.49561
36,960,0.595152
41,960,0.67147
46,960,0.761211
51,960,0.837655
56,960,0.929541
61,960,1.00913
66,960,1.10701
71,960,1.18183
76,960,1.29057
81,960,1.35942
86,960,1.51677
91,960,1.53608
96,960,1.61371
101,960,1.69736
106,960,1.8259
111,960,1.91349
116,960,1.97767
121,960,2.0534
126,960,2.13597
131,960,2.2172
136,960,2.29569
141,960,2.38015
146,960,2.45804
151,960,2.61444
156,960,2.70216
161,960,2.74553
166,960,2.79485
171,960,2.88127
176,960,2.98409
181,960,3.11846
186,960,3.18326
191,960,3.31751
196,960,3.38513
201,960,3.42801
206,960,3.53212
211,960,3.62219
216,960,3.70178
221,960,3.80355
226,960,3.84267
231,960,3.90458
236,960,3.99999
241,960,4.19578
246,960,4.22579
251,960,4.31175
256,960,4.41613
261,960,4.49716
266,960,4.52381
271,960,4.5865
276,960,4.69617
281,960,4.75928
286,960,4.84256
291,960,4.93476
296,960,5.02574
301,960,5.09241
306,960,5.18762
311,960,5.2821
316,960,5.3668
321,960,5.44936
326,960,5.52521
331,960,5.64492
336,960,5.71917
341,960,5.78962
346,960,5.9031
351,960,5.97942
356,960,6.07674
361,960,6.11056
366,960,6.1931
371,960,6.28888
376,960,6.40425
381,960,6.45835
386,960,6.52654
391,960,6.65874
396,960,6.73242
401,960,6.77845
406,960,6.8673
411,960,6.97947
416,960,7.08416
421,960,7.12583
426,960,7.20814
431,960,7.33283
436,960,7.38609
441,960,7.48286
446,960,7.57377
451,960,7.64532
456,960,7.72611
461,960,7.83016
466,960,7.90367
471,960,8.052
476,960,8.14708
481,960,8.30649
486,960,8.28845
491,960,8.38596
496,960,8.57479
1,980,0.0165603
2,980,0.0338153
3,980,0.0501886
4,980,0.0662906
5,980,0.0832798
6,980,0.0996878
7,980,0.116028
8,980,0.132736
9,980,0.150154
10,980,0.167534
11,980,0.185302
16,980,0.269902
21,980,0.355477
26,980,0.44362
31,980,0.523454
36,980,0.612098
41,980,0.708915
46,980,0.799782
51,980,0.859767
56,980,0.949185
61,980,1.0404
66,980,1.12156
71,980,1.22001
76,980,1.28813
81,980,1.36795
86,980,1.4653
91,980,1.56266
96,980,1.64158
101,980,1.74074
106,980,1.89434
111,980,2.00974
116,980,2.10292
121,980,2.1206
126,980,2.30294
131,980,2.39416
136,980,2.35592
141,980,2.41345
146,980,2.50322
151,980,2.58551
156,980,2.67702
161,980,2.76911
166,980,2.86874
171,980,2.93414
176,980,3.0181
181,980,3.10166
186,980,3.18438
191,980,3.27769
196,980,3.36336
201,980,3.43487
206,980,3.51822
211,980,3.61717
216,980,3.7324
221,980,3.81935
226,980,3.89192
231,980,3.98428
236,980,4.05918
241,980,4.1396
246,980,4.22321
251,980,4.34453
256,980,4.40429
261,980,4.51419
266,980,4.59566
271,980,4.67002
276,980,4.76594
281,980,4.85884
286,980,4.95053
291,980,5.03736
296,980,5.11288
301,980,5.21031
306,980,5.29946
311,980,5.37855
316,980,5.44287
321,980,5.55403
326,980,5.72551
331,980,5.82407
336,980,5.88336
341,980,5.97632
346,980,6.07397
351,980,6.11716
356,980,6.22255
361,980,6.2475
366,980,6.32543
371,980,6.41569
376,980,6.51042
381,980,6.58454
386,980,6.66536
391,980,6.74235
396,980,6.82524
401,980,7.09603
406,980,7.07236
411,980,7.28346
416,980,7.22715
421,980,7.25544
426,980,7.35212
431,980,7.44531
436,980,7.49981
441,980,7.61471
446,980,7.74111
451,980,7.97516
456,980,7.95214
461,980,7.9941
466,980,8.06904
471,980,8.11855
476,980,8.21531
481,980,8.30125
486,980,8.50656
491,980,8.50496
496,980,8.628
1,1000,0.0171156
2,1000,0.0342144
3,1000,0.0518714
4,1000,0.0677698
5,1000,0.0848883
6,1000,0.101284
7,1000,0.118279
8,1000,0.134231
9,1000,0.152693
10,1000,0.168754
11,1000,0.186528
16,1000,0.270131
21,1000,0.358463
26,1000,0.437865
31,1000,0.514597
36,1000,0.606693
41,1000,0.700188
46,1000,0.784524
51,1000,0.876424
56,1000,0.951662
61,1000,1.05337
66,1000,1.14937
71,1000,1.21578
76,1000,1.32099
81,1000,1.40492
86,1000,1.48365
91,1000,1.5827
96,1000,1.65616
101,1000,1.75164
106,1000,1.86293
111,1000,1.92982
116,1000,2.03632
121,1000,2.13694
126,1000,2.20172
131,1000,2.32391
136,1000,2.38787
141,1000,2.51531
146,1000,2.54895
151,1000,2.65203
156,1000,2.76339
161,1000,2.79721
166,1000,2.89481
171,1000,2.98163
176,1000,3.06373
181,1000,3.15455
186,1000,3.27473
191,1000,3.38189
196,1000,3.49167
201,1000,3.53464
206,1000,3.60423
211,1000,3.70414
216,1000,3.77843
221,1000,3.86527
226,1000,3.97974
231,1000,4.04195
236,1000,4.12996
241,1000,4.23254
246,1000,4.32647
251,1000,4.4381
256,1000,4.51641
261,1000,4.63395
266,1000,4.72571
271,1000,4.81586
276,1000,4.9534
281,1000,5.01585
286,1000,5.05949
291,1000,5.23566
296,1000,5.28037
301,1000,5.40582
306,1000,5.63995
311,1000,5.73774
316,1000,5.70202
321,1000,5.63369
326,1000,5.71758
331,1000,5.80996
336,1000,5.8953
341,1000,6.0526
346,1000,6.19431
351,1000,6.19533
356,1000,6.29397
361,1000,6.34571
366,1000,6.47581
371,1000,6.55657
376,1000,6.67164
381,1000,6.83397
386,1000,6.76951
391,1000,6.97192
396,1000,6.99935
401,1000,7.11745
406,1000,7.21168
411,1000,7.46109
416,1000,7.36972
421,1000,7.41658
426,1000,7.50974
431,1000,7.87526
436,1000,8.01006
441,1000,7.78714
446,1000,7.88141
451,1000,7.985
456,1000,8.39221
461,1000,8.40037
466,1000,8.14755
471,1000,8.25711
476,1000,8.33267
481,1000,8.42541
486,1000,8.51993
491,1000,8.59852
496,1000,8.67051
1,1020,0.0171679
2,1020,0.0341654
3,1020,0.0513062
4,1020,0.0684407
5,1020,0.0855458
6,1020,0.102411
7,1020,0.119467
8,1020,0.136462
9,1020,0.1544
10,1020,0.170948
11,1020,0.185809
16,1020,0.276213
21,1020,0.359846
26,1020,0.438556
31,1020,0.520486
36,1020,0.626659
41,1020,0.70943
46,1020,0.799404
51,1020,0.886482
56,1020,0.979692
61,1020,1.06271
66,1020,1.16048
71,1020,1.24752
76,1020,1.3353
81,1020,1.4188
86,1020,1.51475
91,1020,1.59507
96,1020,1.69232
101,1020,1.77372
106,1020,1.87081
111,1020,1.95711
116,1020,2.04748
121,1020,2.13912
126,1020,2.22164
131,1020,2.32634
136,1020,2.4063
141,1020,2.4992
146,1020,2.57885
151,1020,2.68695
156,1020,2.76811
161,1020,2.84898
166,1020,2.93716
171,1020,3.03298
176,1020,3.12409
181,1020,3.20315
186,1020,3.29527
191,1020,3.38897
196,1020,3.47192
201,1020,3.56278
206,1020,3.65676
211,1020,3.74663
216,1020,3.83395
221,1020,3.95391
226,1020,4.01057
231,1020,4.1032
236,1020,4.20602
241,1020,4.2793
246,1020,4.38026
251,1020,4.47417
256,1020,4.55823
261,1020,4.67853
266,1020,4.75399
271,1020,4.84654
276,1020,4.93883
281,1020,5.01702
286,1020,5.11734
291,1020,5.1929
296,1020,5.28023
301,1020,5.3648
306,1020,5.46603
311,1020,5.54681
316,1020,5.63765
321,1020,5.72592
326,1020,5.81865
331,1020,5.90605
336,1020,5.98457
341,1020,6.08998
346,1020,6.16295
351,1020,6.26458
356,1020,6.35047
361,1020,6.44073
366,1020,6.50685
371,1020,6.60408
376,1020,6.69294
381,1020,6.77971
386,1020,6.86291
391,1020,6.95749
396,1020,7.05188
401,1020,7.1516
406,1020,7.23088
411,1020,7.31882
416,1020,7.40278
421,1020,7.49479
426,1020,7.57965
431,1020,7.68056
436,1020,7.93151
441,1020,7.96818
446,1020,7.92498
451,1020,8.0289
456,1020,8.12728
461,1020,8.21833
466,1020,8.29022
471,1020,8.39416
476,1020,8.46672
481,1020,8.57858
486,1020,8.70845
491,1020,8.76245
496,1020,8.92664
1,1040,0.0178439
2,1040,0.0358871
3,1040,0.0532463
4,1040,0.0711591
5,1040,0.0890485
6,1040,0.106352
7,1040,0.126986
8,1040,0.141745
9,1040,0.160923
10,1040,0.178827
11,1040,0.196016
16,1040,0.279952
21,1040,0.372539
26,1040,0.466848
31,1040,0.550187
36,1040,0.644156
41,1040,0.73967
46,1040,0.83738
51,1040,0.934891
56,1040,1.0274
61,1040,1.11312
66,1040,1.22298
71,1040,1.31377
76,1040,1.38129
81,1040,1.52151
86,1040,1.56917
91,1040,1.76492
96,1040,1.77444
101,1040,1.91012
106,1040,2.04715
111,1040,2.11837
116,1040,2.18138
121,1040,2.24334
126,1040,2.30336
131,1040,2.40724
136,1040,2.49841
141,1040,2.60047
146,1040,2.68477
151,1040,2.7746
156,1040,2.86752
161,1040,2.95583
166,1040,3.05613
171,1040,3.15663
176,1040,3.24579
181,1040,3.3347
186,1040,3.42969
191,1040,3.52751
196,1040,3.62372
201,1040,3.7157
206,1040,3.81654
211,1040,3.91405
216,1040,3.99081
221,1040,4.0861
226,1040,4.17238
231,1040,4.26606
236,1040,4.36706
241,1040,4.4418
246,1040,4.53708
251,1040,4.64677
256,1040,4.73774
261,1040,4.83363
266,1040,4.92068
271,1040,5.01491
276,1040,5.10801
281,1040,5.20526
286,1040,5.30297
291,1040,5.40096
296,1040,5.56643
301,1040,5.67173
306,1040,5.75106
311,1040,5.75805
316,1040,5.87392
321,1040,5.93477
326,1040,6.02794
331,1040,6.12048
336,1040,6.20817
341,1040,6.31486
346,1040,6.4028
351,1040,6.49196
356,1040,6.57959
361,1040,6.68651
366,1040,6.76266
371,1040,6.85497
376,1040,6.94467
381,1040,7.04068
386,1040,7.13313
391,1040,7.22034
396,1040,7.34341
401,1040,7.40457
406,1040,7.50702
411,1040,7.58133
416,1040,7.67953
421,1040,7.78962
426,1040,7.85962
431,1040,7.97369
436,1040,8.048
441,1040,8.1415
446,1040,8.25916
451,1040,8.34323
456,1040,8.42601
461,1040,8.52088
466,1040,8.61176
471,1040,8.69424
476,1040,8.77622
481,1040,8.89377
486,1040,8.96244
491,1040,9.05742
496,1040,9.16095
1,1060,0.0177376
2,1060,0.0358077
3,1060,0.0536098
4,1060,0.0717218
5,1060,0.0895271
6,1060,0.107554
7,1060,0.125866
8,1060,0.143464
9,1060,0.161852
10,1060,0.180244
11,1060,0.194391
16,1060,0.2834
21,1060,0.375717
26,1060,0.469929
31,1060,0.558146
36,1060,0.658788
41,1060,0.74659
46,1060,0.835772
51,1060,0.94518
56,1060,1.02719
61,1060,1.11639
66,1060,1.22872
71,1060,1.31976
76,1060,1.40644
81,1060,1.49886
86,1060,1.59243
91,1060,1.68904
96,1060,1.79349
101,1060,1.89147
106,1060,1.96901
111,1060,2.06097
116,1060,2.16228
121,1060,2.25038
126,1060,2.33233
131,1060,2.44469
136,1060,2.53109
141,1060,2.62634
146,1060,2.71694
151,1060,2.81742
156,1060,2.91124
161,1060,3.00108
166,1060,3.09555
171,1060,3.18591
176,1060,3.28221
181,1060,3.37905
186,1060,3.46669
191,1060,3.56564
196,1060,3.67427
201,1060,3.77027
206,1060,3.86268
211,1060,3.93629
216,1060,4.05158
221,1060,4.12298
226,1060,4.22517
231,1060,4.32503
236,1060,4.41573
241,1060,4.51202
246,1060,4.61009
251,1060,4.69153
256,1060,4.79238
261,1060,4.9048
266,1060,5.00121
271,1060,5.10916
276,1060,5.18486
281,1060,5.27942
286,1060,5.37368
291,1060,5.46483
296,1060,5.55852
301,1060,5.6522
306,1060,5.74761
311,1060,5.83881
316,1060,5.94338
321,1060,6.01833
326,1060,6.12358
331,1060,6.21601
336,1060,6.29675
341,1060,6.39185
346,1060,6.47891
351,1060,6.57559
356,1060,6.68196
361,1060,6.77296
366,1060,6.86869
371,1060,6.95289
376,1060,7.0583
381,1060,7.13827
386,1060,7.24191
391,1060,7.33772
396,1060,7.41416
401,1060,7.51004
406,1060,7.60288
411,1060,7.7001
416,1060,7.79289
421,1060,7.8876
426,1060,7.98192
431,1060,8.07174
436,1060,8.17689
441,1060,8.25389
446,1060,8.33655
451,1060,8.43291
456,1060,8.54291
461,1060,8.6252
466,1060,8.72068
471,1060,8.82458
476,1060,8.9031
481,1060,8.97743
486,1060,9.12871
491,1060,9.19763
496,1060,9.27169
1,1080,0.0181633
2,1080,0.0361262
3,1080,0.0544557
4,1080,0.0724453
5,1080,0.0911088
6,1080,0.108816
7,1080,0.127768
8,1080,0.145128
9,1080,0.164374
10,1080,0.182158
11,1080,0.19765
16,1080,0.294259
21,1080,0.38397
26,1080,0.46637
31,1080,0.561876
36,1080,0.668486
41,1080,0.75957
46,1080,0.860013
51,1080,0.943048
56,1080,1.04997
61,1080,1.14054
66,1080,1.23048
71,1080,1.33447
76,1080,1.42748
81,1080,1.51972
86,1080,1.61849
91,1080,1.70799
96,1080,1.80451
101,1080,1.91092
106,1080,1.99231
111,1080,2.11454
116,1080,2.18383
121,1080,2.27719
126,1080,2.38082
131,1080,2.4695
136,1080,2.57196
141,1080,2.66892
146,1080,2.77276
151,1080,2.86931
156,1080,2.94402
161,1080,3.03975
166,1080,3.14343
171,1080,3.23872
176,1080,3.33091
181,1080,3.42227
186,1080,3.51723
191,1080,3.62578
196,1080,3.73528
201,1080,3.81564
206,1080,3.90156
211,1080,4.00727
216,1080,4.09654
221,1080,4.20179
226,1080,4.30056
231,1080,4.38296
236,1080,4.49214
241,1080,4.58823
246,1080,4.68168
251,1080,4.76923
256,1080,4.85715
261,1080,4.98069
266,1080,5.07526
271,1080,5.16523
276,1080,5.28035
281,1080,5.34926
286,1080,5.45983
291,1080,5.56184
296,1080,5.62636
301,1080,5.75497
306,1080,5.84636
311,1080,6.01886
316,1080,6.16146
321,1080,6.24527
326,1080,6.21289
331,1080,6.31158
336,1080,6.41459
341,1080,6.49123
346,1080,6.60657
351,1080,6.69121
356,1080,6.78499
361,1080,6.87428
366,1080,6.97428
371,1080,7.07215
376,1080,7.15044
381,1080,7.23895
386,1080,7.34421
391,1080,7.45635
396,1080,7.54473
401,1080,7.65924
406,1080,7.72805
411,1080,7.80501
416,1080,7.92678
421,1080,8.00405
426,1080,8.12158
431,1080,8.21384
436,1080,8.30815
441,1080,8.40174
446,1080,8.5003
451,1080,8.59707
456,1080,8.69908
461,1080,8.76761
466,1080,8.90367
471,1080,8.98084
476,1080,9.07531
481,1080,9.18153
486,1080,9.26566
491,1080,9.37605
496,1080,9.44178
1,1100,0.0185996
2,1100,0.03669
3,1100,0.056039
4,1100,0.0736878
5,1100,0.0930982
6,1100,0.110989
7,1100,0.131256
8,1100,0.148995
9,1100,0.16791
10,1100,0.185729
11,1100,0.200865
16,1100,0.292352
21,1100,0.384525
26,1100,0.474924
31,1100,0.586474
36,1100,0.673902
41,1100,0.781175
46,1100,0.86292
51,1100,0.977271
56,1100,1.07122
61,1100,1.15661
66,1100,1.26595
71,1100,1.35807
76,1100,1.4484
81,1100,1.55254
86,1100,1.63709
91,1100,1.74763
96,1100,1.83165
101,1100,1.93849
106,1100,2.03424
111,1100,2.13042
116,1100,2.24132
121,1100,2.31683
126,1100,2.40752
131,1100,2.53405
136,1100,2.63488
141,1100,2.72423
146,1100,2.8239
151,1100,2.89943
156,1100,3.00391
161,1100,3.09535
166,1100,3.20119
171,1100,3.30801
176,1100,3.39369
181,1100,3.483
186,1100,3.59902
191,1100,3.68896
196,1100,3.79667
201,1100,3.90281
206,1100,4.01742
211,1100,4.07826
216,1100,4.17628
221,1100,4.28526
226,1100,4.3765
231,1100,4.46987
236,1100,4.57473
241,1100,4.66917
246,1100,4.75962
251,1100,4.86757
256,1100,4.96052
261,1100,5.06746
266,1100,5.17707
271,1100,5.26011
276,1100,5.3607
281,1100,5.46291
286,1100,5.55894
291,1100,5.66268
296,1100,5.75628
301,1100,5.84641
306,1100,5.9468
311,1100,6.04977
316,1100,6.14489
321,1100,6.23373
326,1100,6.31841
331,1100,6.45273
336,1100,6.52518
341,1100,6.61069
346,1100,6.70762
351,1100,6.8048
356,1100,6.91593
361,1100,7.00457
366,1100,7.10273
371,1100,7.20811
376,1100,7.33508
381,1100,7.41318
386,1100,7.49232
391,1100,7.59466
396,1100,7.67607
401,1100,7.77219
406,1100,7.87598
411,1100,7.97023
416,1100,8.06123
421,1100,8.17252
426,1100,8.25943
431,1100,8.353
436,1100,8.44841
441,1100,8.53252
446,1100,8.64717
451,1100,8.73811
456,1100,8.83779
461,1100,8.95475
466,1100,9.13032
471,1100,9.13437
476,1100,9.23393
481,1100,9.31517
486,1100,9.41589
491,1100,9.52202
496,1100,9.63098
1,1120,0.0186644
2,1120,0.0375359
3,1120,0.0563
4,1120,0.074973
5,1120,0.0940477
6,1120,0.112599
7,1120,0.132533
8,1120,0.150221
9,1120,0.169408
10,1120,0.187836
11,1120,0.20391
16,1120,0.296022
21,1120,0.394151
26,1120,0.48898
31,1120,0.581274
36,1120,0.687696
41,1120,0.786451
46,1120,0.886412
51,1120,0.97961
56,1120,1.08324
61,1120,1.173
66,1120,1.27429
71,1120,1.38812
76,1120,1.47402
81,1120,1.57511
86,1120,1.6776
91,1120,1.77979
96,1120,1.86152
101,1120,1.9671
106,1120,2.06265
111,1120,2.16348
116,1120,2.25966
121,1120,2.45057
126,1120,2.51287
131,1120,2.59044
136,1120,2.70249
141,1120,2.76626
146,1120,2.8509
151,1120,2.94105
156,1120,3.04798
161,1120,3.14329
166,1120,3.25408
171,1120,3.34263
176,1120,3.44796
181,1120,3.53738
186,1120,3.64729
191,1120,3.74476
196,1120,3.85331
201,1120,3.94495
206,1120,4.02608
211,1120,4.12588
216,1120,4.23736
221,1120,4.3383
226,1120,4.42767
231,1120,4.5288
236,1120,4.62108
241,1120,4.7363
246,1120,4.82752
251,1120,4.9165
256,1120,5.00714
261,1120,5.13095
266,1120,5.24091
271,1120,5.33804
276,1120,5.43995
281,1120,5.51682
286,1120,5.64785
291,1120,5.73202
296,1120,5.83165
301,1120,5.91021
306,1120,6.02454
311,1120,6.10879
316,1120,6.22154
321,1120,6.30162
326,1120,6.39933
331,1120,6.49794
336,1120,6.60003
341,1120,6.69841
346,1120,6.84859
351,1120,6.98674
356,1120,7.02697
361,1120,7.15435
366,1120,7.20943
371,1120,7.30763
376,1120,7.37574
381,1120,7.50737
386,1120,7.61101
391,1120,7.80285
396,1120,7.91794
401,1120,7.88549
406,1120,7.97331
411,1120,8.09743
416,1120,8.16458
421,1120,8.26295
426,1120,8.37598
431,1120,8.49816
436,1120,8.56872
441,1120,8.65874
446,1120,8.77532
451,1120,8.85526
456,1120,8.96748
461,1120,9.06054
466,1120,9.14887
471,1120,9.2696
476,1120,9.35931
481,1120,9.95418
486,1120,9.95844
491,1120,9.77805
496,1120,10.0044
1,1140,0.0192808
2,1140,0.0378291
3,1140,0.057678
4,1140,0.0760118
5,1140,0.095436
6,1140,0.114347
7,1140,0.133658
8,1140,0.152563
9,1140,0.171995
10,1140,0.193209
11,1140,0.207975
16,1140,0.303833
21,1140,0.399154
26,1140,0.49965
31,1140,0.601909
36,1140,0.704967
41,1140,0.802011
46,1140,0.901531
51,1140,1.00846
56,1140,1.10232
61,1140,1.19607
66,1140,1.30114
71,1140,1.39981
76,1140,1.50576
